,State,County,Base Estimate,2020,2021,2022
1955, North Carolina,Nash,94967,95148,95227.0,95789.0
1956, North Carolina,New,225705,226307,229930.0,234921.0
1957, North Carolina,Northampton,17474,17435,17093.0,16779.0
1958, North Carolina,Onslow,204585,204937,204660.0,207298.0
1959, North Carolina,Orange,148707,143583,148610.0,150477.0
1960, North Carolina,Pamlico,12274,12303,12347.0,12381.0
1961, North Carolina,Pasquotank,40568,40577,40746.0,40938.0
1962, North Carolina,Pender,60208,60642,63072.0,65737.0
1963, North Carolina,Perquimans,13006,13016,13126.0,13210.0
1964, North Carolina,Person,39093,39187,39172.0,39386.0
1965, North Carolina,Pitt,170241,170378,172273.0,173542.0
1966, North Carolina,Polk,19330,19383,19691.0,19986.0
1967, North Carolina,Randolph,144151,144418,145109.0,146043.0
1968, North Carolina,Richmond,42953,42916,42842.0,42778.0
1969, North Carolina,Robeson,116516,116305,116229.0,116663.0
1970, North Carolina,Rockingham,91100,91188,91260.0,91957.0
1971, North Carolina,Rowan,146878,147148,148012.0,149645.0
1972, North Carolina,Rutherford,64444,64479,64618.0,64963.0
1973, North Carolina,Sampson,59040,59078,59080.0,59120.0
1974, North Carolina,Scotland,34180,34141,34175.0,34162.0
1975, North Carolina,Stanly,62506,62638,63108.0,64153.0
1976, North Carolina,Stokes,44523,44565,44641.0,45175.0
1977, North Carolina,Surry,71367,71372,71196.0,71403.0
1978, North Carolina,Swain,14115,14099,14149.0,13967.0
1979, North Carolina,Transylvania,32986,33046,33255.0,33355.0
1980, North Carolina,Tyrrell,3247,3239,3377.0,3365.0
1981, North Carolina,Union,238233,239443,244260.0,249070.0
1982, North Carolina,Vance,42570,42535,42103.0,42138.0
1983, North Carolina,Wake,1129393,1130685,1152357.0,1175021.0
1984, North Carolina,Warren,18642,18598,18791.0,18713.0
1985, North Carolina,Washington,11001,10976,10909.0,10828.0
1986, North Carolina,Watauga,54077,54117,54962.0,55089.0
1987, North Carolina,Wayne,117324,117266,116866.0,117286.0
1988, North Carolina,Wilkes,65968,65904,65818.0,65784.0
1989, North Carolina,Wilson,78786,78807,78283.0,78449.0
1990, North Carolina,Yadkin,37211,37246,37258.0,37463.0
1991, North Carolina,Yancey,18470,18490,18776.0,18811.0
1992, North Dakota,Adams,2200,2187,2152.0,2115.0
1993, North Dakota,Barnes,10848,10847,10812.0,10758.0
1994, North Dakota,Benson,5951,5931,5778.0,5770.0
1995, North Dakota,Billings,945,933,961.0,1018.0
1996, North Dakota,Bottineau,6378,6384,6437.0,6376.0
1997, North Dakota,Bowman,2997,2984,2902.0,2894.0
1998, North Dakota,Burke,2211,2208,2173.0,2155.0
1999, North Dakota,Burleigh,98466,98594,98967.0,99280.0
2000, North Dakota,Cass,184528,184874,189293.0,192734.0
2001, North Dakota,Cavalier,3706,3694,3664.0,3597.0
2002, North Dakota,Dickey,5002,4971,4905.0,4923.0
2003, North Dakota,Divide,2202,2212,2191.0,2187.0
2004, North Dakota,Dunn,4096,4100,4025.0,4015.0
2005, North Dakota,Eddy,2338,2320,2322.0,2314.0
2006, North Dakota,Emmons,3306,3293,3262.0,3250.0
2007, North Dakota,Foster,3396,3388,3362.0,3378.0
2008, North Dakota,Golden,1730,1720,1757.0,1744.0
2009, North Dakota,Grand,73169,73126,72512.0,72413.0
2010, North Dakota,Grant,2302,2289,2311.0,2243.0
2011, North Dakota,Griggs,2306,2297,2284.0,2252.0
2012, North Dakota,Hettinger,2483,2467,2422.0,2406.0
2013, North Dakota,Kidder,2395,2387,2361.0,2393.0
2014, North Dakota,LaMoure,4091,4101,4095.0,4098.0
2015, North Dakota,Logan,1880,1890,1882.0,1855.0
2016, North Dakota,McHenry,5332,5311,5239.0,5189.0
2017, North Dakota,McIntosh,2529,2511,2506.0,2475.0
2018, North Dakota,McKenzie,14709,14776,13851.0,13908.0
2019, North Dakota,McLean,9770,9756,9794.0,9824.0
2020, North Dakota,Mercer,8354,8348,8330.0,8333.0
2021, North Dakota,Morton,33287,33313,33560.0,33710.0
2022, North Dakota,Mountrail,9812,9807,9593.0,9290.0
2023, North Dakota,Nelson,3015,2993,3044.0,2995.0
2024, North Dakota,Oliver,1876,1869,1873.0,1856.0
2025, North Dakota,Pembina,6832,6823,6775.0,6763.0
2026, North Dakota,Pierce,3983,3968,3943.0,3942.0
2027, North Dakota,Ramsey,11604,11573,11598.0,11515.0
2028, North Dakota,Ransom,5699,5690,5667.0,5640.0
2029, North Dakota,Renville,2282,2273,2262.0,2220.0
2030, North Dakota,Richland,16528,16527,16570.0,16580.0
2031, North Dakota,Rolette,12192,12195,12086.0,11933.0
2032, North Dakota,Sargent,3860,3836,3819.0,3795.0
2033, North Dakota,Sheridan,1273,1267,1270.0,1295.0
2034, North Dakota,Sioux,3897,3882,3759.0,3711.0
2035, North Dakota,Slope,699,695,686.0,672.0
2036, North Dakota,Stark,33647,33828,33059.0,32803.0
2037, North Dakota,Steele,1788,1787,1798.0,1788.0
2038, North Dakota,Stutsman,21607,21556,21591.0,21487.0
2039, North Dakota,Towner,2163,2147,2133.0,2064.0
2040, North Dakota,Traill,8000,7988,7990.0,7958.0
2041, North Dakota,Walsh,10558,10524,10479.0,10438.0
2042, North Dakota,Ward,69933,69923,69437.0,68870.0
2043, North Dakota,Wells,3986,3971,3905.0,3930.0
2044, North Dakota,Williams,40950,41184,38487.0,38109.0
2045, Ohio,Adams,27474,27440,27513.0,27420.0
2046, Ohio,Allen,102204,102107,101792.0,101115.0
2047, Ohio,Ashland,52443,52468,52340.0,52181.0
2048, Ohio,Ashtabula,97596,97516,97452.0,97014.0
2049, Ohio,Athens,62421,62371,59086.0,58979.0
2050, Ohio,Auglaize,46421,46461,46240.0,45948.0
2051, Ohio,Belmont,66495,66283,65895.0,65509.0
2052, Ohio,Brown,43674,43671,43690.0,43680.0
2053, Ohio,Butler,390378,390872,387791.0,388420.0
2054, Ohio,Carroll,26714,26697,26671.0,26659.0
2055, Ohio,Champaign,38707,38734,38782.0,38709.0
2056, Ohio,Clark,135973,135879,135747.0,134831.0
2057, Ohio,Clermont,208592,208738,209867.0,210805.0
2058, Ohio,Clinton,42022,42023,42100.0,41964.0
2059, Ohio,Columbiana,101873,101634,101250.0,100511.0
2060, Ohio,Coshocton,36602,36578,36614.0,36571.0
2061, Ohio,Crawford,42010,42003,41797.0,41522.0
2062, Ohio,Cuyahoga,1264813,1262523,1247808.0,1236041.0
2063, Ohio,Darke,51883,51897,51645.0,51529.0
2064, Ohio,Defiance,38274,38254,38216.0,38187.0
2065, Ohio,Delaware,214120,215139,221186.0,226296.0
2066, Ohio,Erie,75619,75475,74918.0,74501.0
2067, Ohio,Fairfield,158918,159443,161182.0,162898.0
2068, Ohio,Fayette,28947,28971,28929.0,28839.0
2069, Ohio,Franklin,1323800,1324357,1317560.0,1321820.0
2070, Ohio,Fulton,42713,42643,42473.0,42171.0
2071, Ohio,Gallia,29227,29241,29220.0,29068.0
2072, Ohio,Geauga,95403,95347,95649.0,95469.0
2073, Ohio,Greene,167971,168119,167628.0,168456.0
2074, Ohio,Guernsey,38434,38415,38263.0,38098.0
2075, Ohio,Hamilton,830625,830320,827501.0,825037.0
2076, Ohio,Hancock,74926,74930,74775.0,74861.0
2077, Ohio,Hardin,30691,30724,30446.0,30416.0
2078, Ohio,Harrison,14482,14486,14476.0,14378.0
2079, Ohio,Henry,27662,27663,27555.0,27512.0
2080, Ohio,Highland,43317,43359,43423.0,43391.0
2081, Ohio,Hocking,28054,28039,28126.0,27858.0
2082, Ohio,Holmes,44217,44226,44374.0,44390.0
2083, Ohio,Huron,58565,58485,58431.0,58218.0
2084, Ohio,Jackson,32654,32669,32518.0,32586.0
2085, Ohio,Jefferson,65247,65171,65111.0,64330.0
2086, Ohio,Knox,62711,62783,62547.0,63183.0
2087, Ohio,Lake,232524,232508,232223.0,231842.0
2088, Ohio,Lawrence,58236,58136,57400.0,56653.0
2089, Ohio,Licking,178509,178769,179962.0,181359.0
2090, Ohio,Logan,46144,46106,46129.0,46040.0
2091, Ohio,Lorain,312974,313495,314165.0,316268.0
2092, Ohio,Lucas,431273,430834,429360.0,426643.0
2093, Ohio,Madison,43847,43853,44404.0,43540.0
2094, Ohio,Mahoning,228621,228005,226443.0,225636.0
2095, Ohio,Marion,65366,65399,65311.0,64642.0
2096, Ohio,Medina,182475,182636,183338.0,183512.0
2097, Ohio,Meigs,22197,22149,22085.0,21969.0
2098, Ohio,Mercer,42528,42526,42369.0,42348.0
2099, Ohio,Miami,108777,108950,109386.0,110247.0
2100, Ohio,Monroe,13383,13349,13324.0,13234.0
2101, Ohio,Montgomery,537316,537093,536169.0,533892.0
2102, Ohio,Morgan,13802,13756,13689.0,13668.0
2103, Ohio,Morrow,34940,34973,35197.0,35339.0
2104, Ohio,Muskingum,86412,86450,86574.0,86113.0
2105, Ohio,Noble,14106,14086,14312.0,14335.0
2106, Ohio,Ottawa,40355,40287,40156.0,39978.0
2107, Ohio,Paulding,18803,18805,18886.0,18757.0
2108, Ohio,Perry,35409,35448,35454.0,35480.0
2109, Ohio,Pickaway,58537,58646,58770.0,60023.0
2110, Ohio,Pike,27089,27069,27059.0,27005.0
2111, Ohio,Portage,161790,161833,158978.0,161745.0
2112, Ohio,Preble,40998,41001,40894.0,40596.0
2113, Ohio,Putnam,34448,34395,34353.0,34334.0
2114, Ohio,Richland,124933,124962,125327.0,125319.0
2115, Ohio,Ross,77095,77064,76540.0,76606.0
2116, Ohio,Sandusky,58900,58865,58763.0,58667.0
2117, Ohio,Scioto,74012,73844,73012.0,72194.0
2118, Ohio,Seneca,55080,55051,54954.0,54632.0
2119, Ohio,Shelby,48222,48138,48030.0,47671.0
2120, Ohio,Stark,374853,374486,373659.0,372657.0
2121, Ohio,Summit,540436,539792,537247.0,535882.0
2122, Ohio,Trumbull,202069,201672,201444.0,200643.0
2123, Ohio,Tuscarawas,93265,93183,92608.0,91937.0
2124, Ohio,Union,62790,63089,65110.0,66898.0
2125, Ohio,Van,28937,28919,28776.0,28769.0
2126, Ohio,Vinton,12804,12804,12707.0,12565.0
2127, Ohio,Warren,242338,243201,246822.0,249778.0
2128, Ohio,Washington,59769,59644,59459.0,58901.0
2129, Ohio,Wayne,116889,116906,116129.0,116559.0
2130, Ohio,Williams,37106,37077,36743.0,36652.0
2131, Ohio,Wood,132251,132248,130331.0,131592.0
2132, Ohio,Wyandot,21894,21861,21704.0,21567.0
2133, Oklahoma,Adair,19494,19451,19479.0,19576.0
2134, Oklahoma,Alfalfa,5700,5708,5681.0,5637.0
2135, Oklahoma,Atoka,14135,14154,14252.0,14262.0
2136, Oklahoma,Beaver,5052,5029,4999.0,5016.0
2137, Oklahoma,Beckham,22411,22342,22044.0,22009.0
2138, Oklahoma,Blaine,8731,8702,8523.0,8409.0
2139, Oklahoma,Bryan,46072,46327,47187.0,48182.0
2140, Oklahoma,Caddo,26934,26900,26441.0,26198.0
2141, Oklahoma,Canadian,154154,155425,161981.0,169149.0
2142, Oklahoma,Carter,48004,48036,48324.0,48510.0
2143, Oklahoma,Cherokee,47073,47090,47631.0,48098.0
2144, Oklahoma,Choctaw,14203,14201,14314.0,14358.0
2145, Oklahoma,Cimarron,2293,2290,2255.0,2252.0
2146, Oklahoma,Cleveland,295514,296207,298099.0,299587.0
2147, Oklahoma,Coal,5270,5284,5319.0,5313.0
2148, Oklahoma,Comanche,121124,121125,122438.0,123046.0
2149, Oklahoma,Cotton,5523,5535,5467.0,5477.0
2150, Oklahoma,Craig,14104,14136,14176.0,14123.0
2151, Oklahoma,Creek,71753,71837,72186.0,72699.0
2152, Oklahoma,Custer,28521,28444,28132.0,27886.0
2153, Oklahoma,Delaware,40393,40385,40927.0,41413.0
2154, Oklahoma,Dewey,4481,4474,4415.0,4401.0
2155, Oklahoma,Ellis,3747,3739,3731.0,3657.0
2156, Oklahoma,Garfield,62844,62692,61947.0,61920.0
2157, Oklahoma,Garvin,25655,25645,25738.0,25713.0
2158, Oklahoma,Grady,54800,54873,55608.0,56658.0
2159, Oklahoma,Grant,4162,4174,4153.0,4124.0
2160, Oklahoma,Greer,5492,5493,5483.0,5547.0
2161, Oklahoma,Harmon,2488,2473,2413.0,2428.0
2162, Oklahoma,Harper,3266,3248,3172.0,3129.0
2163, Oklahoma,Haskell,11562,11552,11601.0,11641.0
2164, Oklahoma,Hughes,13367,13348,13394.0,13407.0
2165, Oklahoma,Jackson,24785,24736,24720.0,24556.0
2166, Oklahoma,Jefferson,5338,5325,5396.0,5389.0
2167, Oklahoma,Johnston,10276,10241,10357.0,10406.0
2168, Oklahoma,Kay,43701,43609,43724.0,43668.0
2169, Oklahoma,Kingfisher,15187,15174,15253.0,15293.0
2170, Oklahoma,Kiowa,8503,8493,8358.0,8345.0
2171, Oklahoma,Latimer,9446,9481,9482.0,9630.0
2172, Oklahoma,Le,48131,48195,48601.0,48907.0
2173, Oklahoma,Lincoln,33460,33495,33856.0,34188.0
2174, Oklahoma,Logan,49552,49743,50924.0,51933.0
2175, Oklahoma,Love,10146,10159,10244.0,10218.0
2176, Oklahoma,McClain,41667,41911,43497.0,45306.0
2177, Oklahoma,McCurtain,30809,30838,30884.0,30931.0
2178, Oklahoma,McIntosh,18944,18950,19262.0,19451.0
2179, Oklahoma,Major,7781,7746,7617.0,7502.0
2180, Oklahoma,Marshall,15303,15340,15546.0,15882.0
2181, Oklahoma,Mayes,39044,39053,39246.0,39589.0
2182, Oklahoma,Murray,13905,13877,13712.0,13672.0
2183, Oklahoma,Muskogee,66344,66241,66255.0,66354.0
2184, Oklahoma,Noble,10925,10922,10942.0,10896.0
2185, Oklahoma,Nowata,9322,9322,9387.0,9483.0
2186, Oklahoma,Okfuskee,11314,11271,11196.0,11134.0
2187, Oklahoma,Oklahoma,796567,798200,799622.0,802559.0
2188, Oklahoma,Okmulgee,36706,36686,36827.0,36990.0
2189, Oklahoma,Osage,45823,45778,45868.0,45839.0
2190, Oklahoma,Ottawa,30291,30229,30400.0,30338.0
2191, Oklahoma,Pawnee,15551,15552,15761.0,15757.0
2192, Oklahoma,Payne,81649,81645,82149.0,82794.0
2193, Oklahoma,Pittsburg,43774,43784,43695.0,43613.0
2194, Oklahoma,Pontotoc,38065,38087,38195.0,38141.0
2195, Oklahoma,Pottawatomie,72449,72542,73092.0,73533.0
2196, Oklahoma,Pushmataha,10816,10796,10789.0,10769.0
2197, Oklahoma,Roger,3439,3428,3361.0,3320.0
2198, Oklahoma,Rogers,95245,95387,96796.0,98836.0
2199, Oklahoma,Seminole,23562,23515,23498.0,23351.0
2200, Oklahoma,Sequoyah,39280,39246,39442.0,39667.0
2201, Oklahoma,Stephens,42844,42814,43174.0,43710.0
2202, Oklahoma,Texas,21386,21291,20822.0,20495.0
2203, Oklahoma,Tillman,6967,6948,7039.0,6977.0
2204, Oklahoma,Tulsa,669272,670653,673961.0,677358.0
2205, Oklahoma,Wagoner,80986,81379,84198.0,86644.0
2206, Oklahoma,Washington,52452,52604,52857.0,53242.0
2207, Oklahoma,Washita,10922,10903,10881.0,10732.0
2208, Oklahoma,Woods,8622,8598,8613.0,8587.0
2209, Oklahoma,Woodward,20473,20406,20216.0,19990.0
2210, Oregon,Baker,16666,16725,16873.0,16938.0
2211, Oregon,Benton,95183,95208,96277.0,97630.0
2212, Oregon,Clackamas,421404,422444,423763.0,423177.0
2213, Oregon,Clatsop,41078,41160,41916.0,41695.0
2214, Oregon,Columbia,52603,52730,53229.0,53588.0
2215, Oregon,Coos,64929,64971,65119.0,64990.0
2216, Oregon,Crook,24735,24923,25753.0,26375.0
2217, Oregon,Curry,23447,23516,23720.0,23598.0
2218, Oregon,Deschutes,198256,199454,205358.0,206549.0
2219, Oregon,Douglas,111202,111288,112057.0,112297.0
2220, Oregon,Gilliam,1997,2017,2015.0,2018.0
2221, Oregon,Grant,7233,7241,7288.0,7218.0
2222, Oregon,Harney,7499,7502,7590.0,7515.0
2223, Oregon,Hood,23978,23958,24094.0,24048.0
2224, Oregon,Jackson,223262,223614,224327.0,221644.0
2225, Oregon,Jefferson,24507,24577,25122.0,25330.0
2226, Oregon,Josephine,88092,88235,88590.0,87730.0
2227, Oregon,Klamath,69416,69547,70255.0,70212.0
2228, Oregon,Lake,8158,8167,8285.0,8385.0
2229, Oregon,Lane,382975,383279,384063.0,382353.0
2230, Oregon,Lincoln,50400,50507,51026.0,50813.0
2231, Oregon,Linn,128610,128978,129948.0,130467.0
2232, Oregon,Malheur,31575,31650,31709.0,31879.0
2233, Oregon,Marion,345910,346339,347775.0,346703.0
2234, Oregon,Morrow,12187,12220,12358.0,12300.0
2235, Oregon,Multnomah,815429,816467,805593.0,795083.0
2236, Oregon,Polk,87432,87950,89384.0,89614.0
2237, Oregon,Sherman,1867,1873,1912.0,1955.0
2238, Oregon,Tillamook,27393,27466,27800.0,27574.0
2239, Oregon,Umatilla,80068,80098,80154.0,80215.0
2240, Oregon,Union,26197,26167,26276.0,26177.0
2241, Oregon,Wallowa,7387,7401,7554.0,7659.0
2242, Oregon,Wasco,26663,26631,26735.0,26561.0
2243, Oregon,Washington,600383,601101,602494.0,600176.0
2244, Oregon,Wheeler,1449,1460,1453.0,1445.0
2245, Oregon,Yamhill,107721,107931,108436.0,108226.0
2246, Pennsylvania,Adams,103829,103779,105632.0,106027.0
2247, Pennsylvania,Allegheny,1250585,1249524,1245445.0,1233253.0
2248, Pennsylvania,Armstrong,65553,65459,65138.0,64747.0
2249, Pennsylvania,Beaver,168228,167860,166914.0,165677.0
2250, Pennsylvania,Bedford,47573,47569,47495.0,47418.0
2251, Pennsylvania,Berks,428840,428631,429612.0,430449.0
2252, Pennsylvania,Blair,122820,122651,122181.0,121032.0
2253, Pennsylvania,Bradford,59969,59969,60099.0,59866.0
2254, Pennsylvania,Bucks,646526,646112,647159.0,645054.0
2255, Pennsylvania,Butler,193767,194056,196789.0,197300.0
2256, Pennsylvania,Cambria,133477,133199,132281.0,131441.0
2257, Pennsylvania,Cameron,4546,4531,4461.0,4418.0
2258, Pennsylvania,Carbon,64750,64744,65460.0,65460.0
2259, Pennsylvania,Centre,158163,157962,157990.0,158425.0
2260, Pennsylvania,Chester,534408,534783,540864.0,545823.0
2261, Pennsylvania,Clarion,37236,37193,37581.0,37346.0
2262, Pennsylvania,Clearfield,80564,80438,78333.0,77904.0
2263, Pennsylvania,Clinton,37456,37380,38035.0,37931.0
2264, Pennsylvania,Columbia,64725,64682,64980.0,64926.0
2265, Pennsylvania,Crawford,83937,83797,83202.0,82670.0
2266, Pennsylvania,Cumberland,259464,260223,265593.0,268579.0
2267, Pennsylvania,Dauphin,286399,286685,288187.0,288800.0
2268, Pennsylvania,Delaware,576842,576323,576772.0,575182.0
2269, Pennsylvania,Elk,30984,30926,30771.0,30477.0
2270, Pennsylvania,Erie,270869,270539,269300.0,267689.0
2271, Pennsylvania,Fayette,128816,128569,127113.0,125755.0
2272, Pennsylvania,Forest,6974,6959,6896.0,6626.0
2273, Pennsylvania,Franklin,155950,155939,156589.0,156902.0
2274, Pennsylvania,Fulton,14559,14572,14509.0,14533.0
2275, Pennsylvania,Greene,35946,35859,35269.0,34663.0
2276, Pennsylvania,Huntingdon,44094,44047,43937.0,43281.0
2277, Pennsylvania,Indiana,83231,83142,83158.0,82957.0
2278, Pennsylvania,Jefferson,44496,44478,44142.0,43794.0
2279, Pennsylvania,Juniata,23496,23471,23348.0,23339.0
2280, Pennsylvania,Lackawanna,215911,215523,215957.0,215615.0
2281, Pennsylvania,Lancaster,552969,552761,556049.0,556629.0
2282, Pennsylvania,Lawrence,86069,85959,85554.0,84849.0
2283, Pennsylvania,Lebanon,143262,143282,143809.0,144011.0
2284, Pennsylvania,Lehigh,374572,374477,375760.0,376317.0
2285, Pennsylvania,Luzerne,325613,325197,325889.0,326369.0
2286, Pennsylvania,Lycoming,114182,114108,113595.0,113104.0
2287, Pennsylvania,McKean,40426,40392,40292.0,39866.0
2288, Pennsylvania,Mercer,110656,110534,109950.0,109220.0
2289, Pennsylvania,Mifflin,46145,46144,46187.0,45988.0
2290, Pennsylvania,Monroe,168323,168316,168629.0,167198.0
2291, Pennsylvania,Montgomery,856559,856938,864022.0,864683.0
2292, Pennsylvania,Montour,18145,18129,18103.0,18091.0
2293, Pennsylvania,Northampton,312955,312774,318051.0,318526.0
2294, Pennsylvania,Northumberland,91647,91542,91013.0,90133.0
2295, Pennsylvania,Perry,45837,45828,45941.0,46114.0
2296, Pennsylvania,Philadelphia,1603799,1600600,1589480.0,1567258.0
2297, Pennsylvania,Pike,58537,58560,59965.0,60558.0
2298, Pennsylvania,Potter,16401,16385,16287.0,16220.0
2299, Pennsylvania,Schuylkill,143048,142946,143201.0,143104.0
2300, Pennsylvania,Snyder,39735,39727,39742.0,39652.0
2301, Pennsylvania,Somerset,74147,74016,72999.0,72710.0
2302, Pennsylvania,Sullivan,5832,5823,5859.0,5855.0
2303, Pennsylvania,Susquehanna,38423,38334,38363.0,38074.0
2304, Pennsylvania,Tioga,41046,41014,41335.0,41106.0
2305, Pennsylvania,Union,42675,42639,42419.0,42744.0
2306, Pennsylvania,Venango,50455,50354,50038.0,49777.0
2307, Pennsylvania,Warren,38594,38516,38115.0,37808.0
2308, Pennsylvania,Washington,209325,209382,210012.0,210383.0
2309, Pennsylvania,Wayne,51151,51151,51195.0,51173.0
2310, Pennsylvania,Westmoreland,354663,354316,353765.0,352057.0
2311, Pennsylvania,Wyoming,26073,26030,26100.0,26014.0
2312, Pennsylvania,York,456442,456692,459148.0,461058.0
2313, Rhode Island,Bristol,50786,50774,50800.0,50360.0
2314, Rhode Island,Kent,170358,170386,170997.0,171275.0
2315, Rhode Island,Newport,85652,85508,85662.0,84481.0
2316, Rhode Island,Providence,660739,659920,658646.0,657288.0
2317, Rhode Island,Washington,129836,129757,130880.0,130330.0
2318, South Carolina,Abbeville,24287,24256,24258.0,24356.0
2319, South Carolina,Aiken,168811,169163,171263.0,174150.0
2320, South Carolina,Allendale,8037,7992,7870.0,7579.0
2321, South Carolina,Anderson,203723,204176,206852.0,209581.0
2322, South Carolina,Bamberg,13313,13261,13112.0,12908.0
2323, South Carolina,Barnwell,20585,20580,20580.0,20414.0
2324, South Carolina,Beaufort,187108,187819,192007.0,196371.0
2325, South Carolina,Berkeley,229854,231538,236871.0,245117.0
2326, South Carolina,Calhoun,14122,14113,14134.0,14179.0
2327, South Carolina,Charleston,408317,409716,414403.0,419279.0
2328, South Carolina,Cherokee,56216,56207,56025.0,56121.0
2329, South Carolina,Chester,32294,32278,32097.0,31931.0
2330, South Carolina,Chesterfield,43270,43250,43337.0,43683.0
2331, South Carolina,Clarendon,31148,30835,30950.0,30913.0
2332, South Carolina,Colleton,38604,38536,38427.0,38599.0
2333, South Carolina,Darlington,62907,62843,62708.0,62398.0
2334, South Carolina,Dillon,28295,28275,27981.0,27738.0
2335, South Carolina,Dorchester,161469,162159,163508.0,166133.0
2336, South Carolina,Edgefield,25648,25672,26285.0,26932.0
2337, South Carolina,Fairfield,20951,20880,20698.0,20455.0
2338, South Carolina,Florence,137064,136811,136439.0,136721.0
2339, South Carolina,Georgetown,63402,63506,63991.0,64722.0
2340, South Carolina,Greenville,525539,527207,534521.0,547950.0
2341, South Carolina,Greenwood,69349,69388,69148.0,69267.0
2342, South Carolina,Hampton,18561,18519,18236.0,18113.0
2343, South Carolina,Horry,351028,353745,366011.0,383101.0
2344, South Carolina,Jasper,28806,29143,30456.0,32039.0
2345, South Carolina,Kershaw,65407,65581,66121.0,67751.0
2346, South Carolina,Lancaster,96010,96576,100522.0,104577.0
2347, South Carolina,Laurens,67533,67624,67817.0,67965.0
2348, South Carolina,Lee,16530,16533,16266.0,16153.0
2349, South Carolina,Lexington,293985,295033,300482.0,304797.0
2350, South Carolina,McCormick,9522,9505,9782.0,9764.0
2351, South Carolina,Marion,29187,29083,28839.0,28450.0
2352, South Carolina,Marlboro,26668,26481,26265.0,26039.0
2353, South Carolina,Newberry,37722,37731,37957.0,38247.0
2354, South Carolina,Oconee,78604,78778,79322.0,80180.0
2355, South Carolina,Orangeburg,84225,83956,82798.0,83094.0
2356, South Carolina,Pickens,131401,131669,132079.0,133462.0
2357, South Carolina,Richland,416145,415645,417132.0,421566.0
2358, South Carolina,Saluda,18859,18830,18821.0,18938.0
2359, South Carolina,Spartanburg,328002,329365,335406.0,345831.0
2360, South Carolina,Sumter,105554,105474,104856.0,104012.0
2361, South Carolina,Union,27240,27176,26994.0,26752.0
2362, South Carolina,Williamsburg,31019,30908,30384.0,30058.0
2363, South Carolina,York,282108,284032,289255.0,294248.0
2364, South Dakota,Aurora,2746,2733,2732.0,2755.0
2365, South Dakota,Beadle,19153,19165,19182.0,19376.0
2366, South Dakota,Bennett,3378,3389,3400.0,3336.0
2367, South Dakota,Bon,6997,6973,7011.0,7062.0
2368, South Dakota,Brookings,34380,34350,34710.0,35484.0
2369, South Dakota,Brown,38301,38222,38090.0,37972.0
2370, South Dakota,Brule,5253,5253,5254.0,5321.0
2371, South Dakota,Buffalo,1945,1938,1912.0,1861.0
2372, South Dakota,Butte,10238,10286,10530.0,10774.0
2373, South Dakota,Campbell,1375,1377,1375.0,1349.0
2374, South Dakota,Charles,9370,9356,9186.0,9213.0
2375, South Dakota,Clark,3844,3855,3867.0,3912.0
2376, South Dakota,Clay,14966,14996,15155.0,15280.0
2377, South Dakota,Codington,28323,28350,28467.0,28721.0
2378, South Dakota,Corson,3901,3891,3843.0,3826.0
2379, South Dakota,Custer,8319,8334,8635.0,9006.0
2380, South Dakota,Davison,19960,19962,19926.0,19973.0
2381, South Dakota,Day,5451,5442,5435.0,5479.0
2382, South Dakota,Deuel,4293,4294,4280.0,4352.0
2383, South Dakota,Dewey,5242,5224,5218.0,5140.0
2384, South Dakota,Douglas,2828,2829,2809.0,2776.0
2385, South Dakota,Edmunds,3981,3982,4028.0,4065.0
2386, South Dakota,Fall,6971,6972,7189.0,7370.0
2387, South Dakota,Faulk,2126,2128,2126.0,2126.0
2388, South Dakota,Grant,7556,7532,7532.0,7463.0
2389, South Dakota,Gregory,3991,3997,3952.0,3962.0
2390, South Dakota,Haakon,1876,1870,1834.0,1826.0
2391, South Dakota,Hamlin,6159,6157,6263.0,6352.0
2392, South Dakota,Hand,3146,3145,3095.0,3140.0
2393, South Dakota,Hanson,3462,3465,3496.0,3461.0
2394, South Dakota,Harding,1309,1307,1320.0,1330.0
2395, South Dakota,Hughes,17774,17745,17768.0,17692.0
2396, South Dakota,Hutchinson,7423,7421,7400.0,7368.0
2397, South Dakota,Hyde,1260,1249,1215.0,1184.0
2398, South Dakota,Jackson,2807,2801,2846.0,2821.0
2399, South Dakota,Jerauld,1663,1648,1640.0,1650.0
2400, South Dakota,Jones,919,925,884.0,884.0
2401, South Dakota,Kingsbury,5184,5203,5201.0,5294.0
2402, South Dakota,Lake,11057,11008,10863.0,10972.0
2403, South Dakota,Lawrence,25766,25838,26138.0,27214.0
2404, South Dakota,Lincoln,65165,65650,67995.0,70987.0
2405, South Dakota,Lyman,3722,3709,3753.0,3692.0
2406, South Dakota,McCook,5682,5673,5723.0,5778.0
2407, South Dakota,McPherson,2409,2402,2414.0,2395.0
2408, South Dakota,Marshall,4317,4315,4319.0,4374.0
2409, South Dakota,Meade,29851,29900,30270.0,30698.0
2410, South Dakota,Mellette,1920,1921,1908.0,1892.0
2411, South Dakota,Miner,2307,2310,2329.0,2304.0
2412, South Dakota,Minnehaha,197209,197686,199925.0,203971.0
2413, South Dakota,Moody,6340,6343,6314.0,6349.0
2414, South Dakota,Oglala,13669,13645,13549.0,13519.0
2415, South Dakota,Pennington,109231,109563,111854.0,114461.0
2416, South Dakota,Perkins,2842,2842,2823.0,2804.0
2417, South Dakota,Potter,2480,2480,2471.0,2438.0
